Ano;Compra;Gerenciadora;Participante;Cadastro;Início Adesão;Fim Adesão;Início RP;Fim RP;Tipo;Situação;Bem;Grupo;Classe;Item;Marca;Modelo;Total;Restante;Percentual;Preço Referencial;Preço Final;Qtd.CompraAta
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8542694;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMPOSTAS,FOTO,NANOHIBRIDA,COR A1,REPOS.FILTEK BULK FILL;FGM;FGM;25,00;25,00;100,00;275,990;122,010;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8542716;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMPOSTAS,FOTO,NANOHIBRIDA,COR B1,REPOS.FILTEK BULK FI;3M SOLVENTUM;3M SOLVENTUM;20,00;20,00;100,00;275,990;275,990;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8542791;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;ELASTOMERO,SILIC.ADICAO DENSO,REPOSICAO EXPRESS XT (BASE+CATALISADOR);3M SOLVENTUM;3M SOLVENTUM;30,00;15,00;100,00;613,940;372,850;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8609896;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CONDICIONADOR DE ESMALTE,GEL,AC.FOSF.37%,SERINGA 2,5 ML;BIODINÂMICA;BIODINÂMICA;150,00;140,00;100,00;12,450;5,940;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8615560;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES.COMP.FOTO,NANOPARTIC.,REP.FILTEK Z350 XT,COR C1B,RADIOPACA,SER.4;ULTRADENT;ULTRADENT;20,00;20,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8687498;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CLAREADOR DENTAL,KIT PEROX.HIDROG.A 35%,2 G NEUTR.2G BARR.GENG.,6 PT;FGM;FGM;25,00;25,00;100,00;277,000;110,600;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8732922;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;elastomero odont.,gel catalisador,reposicao indurent gel,bisnaga 60ml;ZHERMACK;ZHERMACK;50,00;50,00;100,00;114,990;85,660;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8775737;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOM.VIDRO P/FORRAM.FOTO,KIT:PO(9G)+LIQ(5,5ML)+MED.+BLOCO PAPEL;SDI;SDI;30,00;30,00;100,00;228,000;228,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8775745;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;res.comp.foto,nanopartic.,rep.filtek z350 xt,cor a2d,radiopaca,ser.4g;ULTRADENT;ULTRADENT;30,00;30,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8777403;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;elast.odont.silicone adicao,kit:250ml base+250ml cataliz.+50ml fluido;3M SOLVENTUM;3M SOLVENTUM;30,00;20,00;100,00;367,330;319,420;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8786801;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;elastomero odont.,gel catalisador,reposicao indurent gel,bisnaga 60ml;KULZER;KULZER;90,00;85,00;100,00;97,150;50,970;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8789517;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;res.comp.foto,nanopartic.,rep.filtek z350 xt,cor a1e,radiopaca,ser.4g;ULTRADENT;ULTRADENT;20,00;20,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8789525;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;res.comp.foto,nanopartic.,rep.filtek z350 xt,cor a1d,radiopaca,ser.4g;ULTRADENT;ULTRADENT;20,00;20,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8896623;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;REEMBASADOR DE PROTESE ODONTOLOGICA,REPOSIÇÃO COE/SOFT/GC AMERICA;GC;GC;25,00;25,00;100,00;519,900;422,090;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8898090;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;ELASTOMERO ODONTOL.,REPOSIÇÃO ORANWASH FLUIDO/PASTA BASE FLUIDA/140ML;KULZER;KULZER;60,00;60,00;100,00;110,200;46,290;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8901511;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CONDICIONADOR DE ESMALTE, REPOSIÇÃO RIVA CONDITIONER,FRASCO 10 ML;SDI;SDI;35,00;35,00;100,00;115,000;79,880;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8901635;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RESINAS COMPOSTAS,FOTO,NANOPARTIC.,COR A2, REPOS.FILTEK ONE BULK FILL;FGM;FGM;25,00;15,00;100,00;275,990;122,010;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8901643;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RESINAS COMPOSTAS,FOTO,NANOP.COR A3,REPOS.FILTEK ONE BULK FILL;FGM;FGM;25,00;25,00;100,00;275,990;122,630;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8969868;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO,COR A3,REPOSICAO DO KETAC MOLAR EASYMIX - 3M;3M SOLVENTUM;3M SOLVENTUM;75,00;75,00;100,00;586,820;211,420;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8973296;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO,COR A2, REPOSIÇÃO KIT MAXXION R,(PÓ 10G/LIQ.8ML);FGM;FGM;60,00;60,00;100,00;101,330;21,120;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8976856;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO,FOTOPOL.COR A2,REPOSIÇÃO DO GOLD LABEL 2 LC R;GC AMERICA;GC AMERICA;40,00;40,00;100,00;169,250;139,680;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8977135;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RESINAS COMPOSTAS,FOTOP./COR A3,REPOSIÇÃO DA RESINA NATURAL FLOW /2,4;SHOFU;SHOFU;20,00;10,00;100,00;315,900;240,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8979944;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RES. FOTOP.,REST.PROV., REPOSIÇÃO/BIOPLIC ,KIT 2 SERINGAS 2G,S/EUGENO;BIODINAMICA;BIODINAMICA;50,00;50,00;100,00;68,790;48,100;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;8985260;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RESINAS COMPOSTAS,FOTO,NANOHIBRIDA,COR A2,REPOSIÇÃO TETRIC N-FLOW;SHOFU;SHOFU;20,00;10,00;100,00;315,900;240,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9177841;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RESINAS COMPOSTAS FOTOPOLIMERIZAVEL SERINGAS DE 2 GRAMAS COR A1;SHOFU;SHOFU;20,00;10,00;100,00;315,900;229,500;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9225196;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CONDICIONADOR DE ESMALTE,SOL.AC.POLIACRILICO 11,5%,GEL AZUL,FR 10ML;DFL;DFL;35,00;35,00;100,00;77,970;62,880;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9465766;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;res.comp.foto,nanopartic.,rep.filtek z350 xt,cor a2b,radiopaca,ser.4g;ULTRADENT;ULTRADENT;30,00;30,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9487565;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOM.DE VIDRO RESTAURACAO,PO C/9G,COR A3,REPOSICAO DO VITREMER;3M SOLVENTUM;3M SOLVENTUM;20,00;20,00;100,00;541,780;316,400;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9525076;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;IONOMERO DE VIDRO,AUTOP.RADIOPACO,REPOS.GC FUJI PLUS;SDI;SDI;50,00;50,00;100,00;196,500;195,510;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9536310;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;SISTEMA ADESIVO USO ODONTO.,KIT PRIMER/ATIVADOR,REPOS.SILANO/DENTSPLY;ANGELUS;ANGELUS;30,00;25,00;100,00;61,860;23,660;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9614621;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;"RESINAS COMPOSTAS,FOTO,NANOHIBRIDA,COR A20,REP.BEAUTIFUL II/SHOFU;4,5G";SHOFU;SHOFU;30,00;30,00;100,00;393,900;222,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9614699;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;"RESINAS COMPOSTAS,FOTO,NANOHIBRIDA,COR BW,REP.BEAUTIFUL II/SHOFU;4,5G";SHOFU;SHOFU;20,00;20,00;100,00;393,900;222,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9690670;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;REEMB. PROTESE,TIPO RIGIDO,AUTOPOL.KIT,PÓ ROSA(80G)/LIQ(55ML),KOOLINER;GC;GC;10,00;8,00;100,00;421,200;301,250;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9754113;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;SIST.ADESIVO FOTO,PRIMER(BOND),FRASCO 8ML,REPOS. SCOTCHBOND MULTIUSO3M;3M SOLVENTUM;3M SOLVENTUM;50,00;50,00;100,00;499,990;279,840;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9782532;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;res.comp.foto,nanopartic.,rep.filtek z350 xt,cor a2e,radiopaca,ser.4g;ULTRADENT;ULTRADENT;30,00;30,00;100,00;297,000;77,310;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9782540;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;res.comp.foto,nanopartic.,rep.filtek z350 xt,cor c3b,radiopaca,ser.4g;3M SOLVENTUM;3M SOLVENTUM;20,00;20,00;100,00;297,000;297,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9834460;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;SISTEMA ADESIVO USO OD.FOTOP.,FRASCO 3ML,REPOS.DO SCOTCHB.UNIV.PLUS/3M;3M SOLVENTUM;3M SOLVENTUM;30,00;30,00;100,00;395,400;219,940;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;9856110;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CLAREADOR DENTAL, KIT PERBORATO SODIO+PEROX.HIDROG,REP.WHITENESS PERB;FGM;FGM;25,00;25,00;100,00;85,730;37,640;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;10023925;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;"REEMBASADOR PROT. OD.PÓS CIRURGICO,REP.COE-COMFORT GC;2 SEM,KIT PÓ/LIQ";GC;GC;10,00;8,00;100,00;520,990;453,760;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;10176594;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CLAREADOR DENTAL,PEROX.CARB.10%, KIT SERINGAS +PONTAS APLICADORAS;FGM;FGM;25,00;25,00;100,00;131,990;46,160;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;10177345;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;elastomero odontologico, reposição do zetaplus,densa verde,pote 900ml;KULZER;KULZER;60,00;60,00;100,00;196,560;125,930;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;10177620;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;sistema adesivo uso od.,kit primer 5ml/bond 6ml,repos.clearfil se bond;KURARAY;KURARAY;30,00;30,00;100,00;796,490;653,830;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;10177655;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;"IONOMERO VIDRO,CIMENTAÇÃO,AUTOPOLIM;REPOS. KIT MAXXION C/FGM(15G/10ML)";FGM;FGM;50,00;50,00;100,00;85,390;21,120;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;10177698;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;sistema adesivo uso od.,kit primer 5ml/bond 5ml,repos.fl-bond shofu;SHOFU;SHOFU;30,00;20,00;100,00;711,440;500,000;7;
2026;94774;FOB    ;FOB    ;12/07/2026 15:41; ; ;12/07/2026 00:00;12/07/2027 00:00;Individual;Vigente;10181059;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;selante,fotopolimerizavel.p/ rest.rep. fortify/bisco,frasco;ULTRADENT;ULTRADENT;20,00;15,00;100,00;93,670;64,880;7;
2026;56880;PUSP-B ;FOB    ;30/04/2026 13:43;13/05/2026 11:28;13/05/2026 11:32;21/07/2026 00:00;20/07/2027 00:00;Setorizada;Vigente;8305234;SERVICOS GERAIS;SERVICOS DE PUBLICIDADES, PROPAGANDAS E.;publicação de edital em jornal de grande circulação regional; Folha de S. Paulo; ;400,00;350,00;42,11;99,725;99,000;1;
2026;111385;FOB    ;FOB    ;12/08/2026 13:55; ; ;22/08/2026 00:00;22/08/2027 00:00;Setorizada;Vigente;7278942;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;MONITOR DE VIDEO POLICROMATICO, WIDESCREN 24 POLEGADAS, 1920 X 1080;ACO;ACO;100,00;100,00;58,82;1065,000;596,000;2;
2026;111385;FOB    ;FOB    ;12/08/2026 13:55; ; ;22/08/2026 00:00;22/08/2027 00:00;Setorizada;Vigente;8624887;INFORMATICA;PECAS E ACESSORIOS PARA COMPUTADORES;"MONITOR DE VIDEO TECNOLOGIA LED, 27"""; AOC; AOC;50,00;48,00;58,82;2400,000;1999,000;2;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;5657296;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;HEMOSTATICO LOCAL,SOLUCAO S/EPINEFRINA,ATOXICA,FRASCO C/10ML;Biodinamica;Hemostank;10,00;10,00;55,56;25,900;26,060;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;5657342;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;PONTA PARA SUGADOR ODONTOLOGICO;Shanghai Dochem;Dental Partner;50,00;50,00;78,13;34,000;10,000;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;5705436;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;COMPRESSA GAZE,13FIOS,7,5X7,5CM,ESTERIL,C/05UN.,PLAST;Melhormed; ;1.000,00;1.000,00;19,21;2,750;2,730;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;5771846;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;HIDR.DE CALCIO,PASTA P/ENDO,2TUBETES HCA 2,7G CADA+1TUBETE GLICER.2,2G;Formula e Ação; ;10,00;10,00;76,92;119,400;119,400;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;6132030;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO SEM NOTIFIC.;BABADOR ODONTOLOGICO,2 CAMADAS:1 CELULOSE E 1 POLIETILENO,33X47CM;Hospflex; ;200,00;200,00;33,33;15,400;15,250;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;6148255;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;SISTEMA ADESIVO,FOTOPOLIM.,AUTOCONDICION.,REPOS.SINGLE BOND UNIVERSAL;3M ESPE;SINGLE BOND UNIVERSAL;20,00;20,00;24,10;352,390;229,330;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;6162436;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RESINA FOTOPOLIMERIZAVEL, BARREIRA GENGIVAL; MAQUIRA; MAX DAM;20,00;20,00;35,71;74,690;8,430;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;6188788;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;MATRIZ P/ODONTO,ACO INOX,TIRA TIPO TOFFLEMIRE,P/MOLAR;AF Brasil; ;5,00;5,00;23,81;29,830;29,830;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;6207413;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTO P/CA,ACO CARBONO,NUMERO 02,LARGO,HASTE 28MM;Microdont; ;6,00;6,00;85,71;17,820;17,820;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;6617220;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;CERA ROSA,NUMERO 7,P/ARTICULACAO,EM LAMINAS,CX C/200G.APROX.;Lysandra; ;50,00;50,00;35,97;29,210;25,000;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;7804385;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;BROCA ODONTOL.P/AR,ACO CARBIDE,NUMERO 08,ESFERICA;Microdont; ;6,00;6,00;42,86;19,900;19,900;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;7892713;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;SOLUCOES ANTI-SEPTICAS COM NOTIFICACAO/.;HIPOCLORITO DE SODIO 1 A 2% DE CLORO ATIVO;Asfer; ;15,00;15,00;45,45;70,930;13,820;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;8042845;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;INSUMOS DE USO ODONTOLOGICO COM NOTIFIC.;RESINAS COMPOSTAS, FOTOPOLIMERIZAVEL, MICROHIBRIDA, COR A1, ESC. VITA; 3M ESPE; Z250;30,00;30,00;93,75;129,000;61,450;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;8214611;EQUIPAMENTOS E ARTIGOS DE USO MEDICO, O.;MATERIAIS DE USO TECNICO HOSPITALAR COM.;" DE MADEIRA; DE USO UNICO; EXTREMIDADES ARREDONDADAS,SEM REBARBAS; MEDINDO (14CMX1,5CM DE LARGURA)X(";Medix; ;100,00;100,00;22,22;7,030;6,980;0;
2026;65430;FORP   ;FOB    ;13/05/2026 15:00;25/06/2026 10:15;25/06/2026 10:21;26/08/2026 00:00;25/08/2027 00:00;Setorizada;Vigente;8425531;ARTIGOS DE HIGIENE;UTENSILIOS PARA HIGIENE E PROTECAO PESS.;HASTE PARA HIGIENE;Cottonbaby; ;50,00;50,00;19,16;7,200;7,190;0;
